"No.","Time","Source","Destination","Protocol","Length","Info"
"149","3.315748","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"150","3.315748","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"151","3.315748","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"152","3.315748","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"153","3.315869","192.168.2.212","160.36.131.221","TCP","66","52046  >  443 [ACK] Seq=1172 Ack=84451 Win=262656 Len=0 SLE=85903 SRE=87355"
"154","3.315908","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=87355 Win=262656 Len=0"
"155","3.315944","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=96067 Win=262656 Len=0"
"156","3.358392","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"157","3.358392","160.36.131.221","192.168.2.212","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"158","3.358392","160.36.131.221","192.168.2.212","TCP","1506","[TCP Out-Of-Order] 443  >  52046 [PSH, ACK] Seq=97519 Ack=1172 Win=16768 Len=1452"
"159","3.358392","160.36.131.221","192.168.2.212","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"160","3.358392","160.36.131.221","192.168.2.212","TCP","1506","[TCP Out-Of-Order] 443  >  52046 [ACK] Seq=100423 Ack=1172 Win=16768 Len=1452"
"161","3.358392","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"162","3.358392","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"163","3.358392","160.36.131.221","192.168.2.212","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"164","3.358392","160.36.131.221","192.168.2.212","TCP","1506","[TCP Out-Of-Order] 443  >  52046 [ACK] Seq=106231 Ack=1172 Win=16768 Len=1452"
"165","3.358392","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"166","3.358587","192.168.2.212","160.36.131.221","TCP","66","52046  >  443 [ACK] Seq=1172 Ack=97519 Win=262656 Len=0 SLE=98971 SRE=100423"
"167","3.358651","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=100423 Win=262656 Len=0"
"168","3.358669","192.168.2.212","160.36.131.221","TCP","66","[TCP Dup ACK 167#1] 52046  >  443 [ACK] Seq=1172 Ack=100423 Win=262656 Len=0 SLE=101875 SRE=103327"
"169","3.358714","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=103327 Win=262656 Len=0"
"170","3.358749","192.168.2.212","160.36.131.221","TCP","66","52046  >  443 [ACK] Seq=1172 Ack=106231 Win=262656 Len=0 SLE=107683 SRE=109135"
"171","3.358776","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=109135 Win=262656 Len=0"
"172","3.358823","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=110587 Win=262656 Len=0"
"173","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"174","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"175","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"176","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"177","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"178","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"179","3.396213","160.36.131.221","192.168.2.212","TCP","1506","[TCP Out-Of-Order] 443  >  52046 [ACK] Seq=117847 Ack=1172 Win=16768 Len=1452"
"180","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"181","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"182","3.396213","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"183","3.396369","192.168.2.212","160.36.131.221","TCP","66","52046  >  443 [ACK] Seq=1172 Ack=117847 Win=262656 Len=0 SLE=119299 SRE=120751"
"184","3.396415","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=120751 Win=262656 Len=0"
"185","3.396456","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=125107 Win=262656 Len=0"
"186","3.434103","160.36.131.221","192.168.2.212","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"187","3.434103","160.36.131.221","192.168.2.212","TCP","1506","[TCP Out-Of-Order] 443  >  52046 [ACK] Seq=125107 Ack=1172 Win=16768 Len=1452"
"188","3.434103","160.36.131.221","192.168.2.212","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"189","3.434103","160.36.131.221","192.168.2.212","TCP","1506","[TCP Out-Of-Order] 443  >  52046 [ACK] Seq=128011 Ack=1172 Win=16768 Len=1452"
"190","3.434103","160.36.131.221","192.168.2.212","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"191","3.434103","160.36.131.221","192.168.2.212","TCP","1506","[TCP Out-Of-Order] 443  >  52046 [ACK] Seq=130915 Ack=1172 Win=16768 Len=1452"
"192","3.434103","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"193","3.434103","160.36.131.221","192.168.2.212","TLSv1.2","1506","Ignored Unknown Record"
"194","3.434189","192.168.2.212","160.36.131.221","TCP","66","[TCP Dup ACK 185#1] 52046  >  443 [ACK] Seq=1172 Ack=125107 Win=262656 Len=0 SLE=126559 SRE=128011"
"195","3.434286","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=128011 Win=262656 Len=0"
"196","3.434302","192.168.2.212","160.36.131.221","TCP","66","[TCP Dup ACK 195#1] 52046  >  443 [ACK] Seq=1172 Ack=128011 Win=262656 Len=0 SLE=129463 SRE=130915"
"197","3.434325","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=130915 Win=262656 Len=0"
"198","3.434333","192.168.2.212","160.36.131.221","TCP","66","[TCP Dup ACK 197#1] 52046  >  443 [ACK] Seq=1172 Ack=130915 Win=262656 Len=0 SLE=132367 SRE=133819"
"199","3.434351","192.168.2.212","160.36.131.221","TCP","54","52046  >  443 [ACK] Seq=1172 Ack=133819 Win=262656 Len=0"
